Date,Open,High,Low,Close,Adj_Close,Volume,SMA_Open,SMA_High,SMA_Low,SMA_Close,SMA_Adj_Close,SMA_Volume
2020-07-06,1805.0,1858.0,1792.099976,1851.800049,1845.862061,2.1697962E7,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-07,1860.0,1864.349976,1806.300049,1823.449951,1817.602905,1.623999E7,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-08,1824.050049,1834.949951,1790.0,1798.0,1792.234497,1.2093186E7,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-09,1809.0,1835.0,1786.25,1824.25,1818.400391,1.6807336E7,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-10,1828.5,1884.599976,1824.25,1878.050049,1872.027832,2.0195218E7,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-13,1903.349976,1947.699951,1900.0,1935.0,1928.795166,3.2124262E7,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-14,1934.0,1941.699951,1887.300049,1917.0,1910.852905,3.1073305E7,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-15,1937.949951,1978.800049,1798.0,1844.0,1838.087036,6.4457578E7,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-16,1847.0,1869.0,1812.449951,1843.400024,1837.489014,2.8133826E7,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-17,1845.0,1920.0,1838.0,1911.699951,1905.569824,2.2948894E7,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,1917.800049,1932.0,1899.650024,1919.900024,1913.743652,1.6887635E7,1859.3849975999997,1893.4099854,1823.4650025000003,1862.6650024000003,1856.6921630999998,2.65771557E7
2020-07-21,1939.0,1977.0,1936.5,1971.550049,1965.228027,1.9463004E7,1870.6650025,1900.8099854,1834.2200073000004,1869.4749998999996,1863.4803221999998,2.6096123E7
2020-07-22,1983.0,2010.0,1960.699951,2004.0,1997.573975,2.7584518E7,1878.5650025,1912.0749878,1847.2400024000003,1884.2850097000003,1878.2428344,2.64184244E7
2020-07-23,2003.949951,2079.699951,1991.349976,2057.800049,2051.201416,2.6921017E7,1894.4599975999997,1929.5799927,1864.3099974999998,1904.8850097000002,1898.7767821999998,2.79675576E7
2020-07-24,2058.0,2163.0,2057.800049,2146.149902,2139.268066,5.5655668E7,1913.9549927,1954.0499878000003,1884.8199951000001,1928.2400146000004,1922.0568847,2.89789257E7
2020-07-27,2178.800049,2198.800049,2127.899902,2156.199951,2149.285889,3.7060665E7,1936.9049927000003,1981.8899901999998,1908.175,1955.0499998999999,1948.7809081000003,3.25249707E7
2020-07-28,2156.199951,2194.0,2150.649902,2177.699951,2170.716797,2.5435297E7,1964.45,2007.0,1930.9649902,1977.1699950000002,1970.8299804000003,3.3018611E7
2020-07-29,2177.899902,2182.800049,2070.449951,2096.649902,2089.926758,3.3534147E7,1986.6699950999998,2032.2300049,1957.2999755,2003.2399901,1996.8163696000004,3.24548102E7
2020-07-30,2099.0,2139.699951,2072.0,2108.850098,2102.087891,3.3623699E7,2010.6649902000001,2052.6300048999997,1984.5449706,2028.5049802999995,2022.0003418000001,2.93624671E7
2020-07-31,2114.5,2129.0,2052.800049,2067.100098,2060.47168,3.4593133E7,2035.8649902000002,2079.7,2010.4999755000001,2055.0499876999997,2048.4602295,2.99114544E7
2020-08-03,2051.300049,2057.0,2003.099976,2009.0,2002.557861,2.1559142E7,2062.8149902,2100.6,2031.9799804,2070.5900024000002,2063.9504151000006,3.10758783E7
2020-08-04,2020.599976,2167.0,2000.25,2150.600098,2143.703857,4.2476932E7,2076.1649902,2113.1,2042.3249755999998,2079.5000000000005,2072.8318360000003,3.1543029E7
2020-08-05,2169.0,2196.0,2118.300049,2126.449951,2119.631348,3.440481E7,2084.3249877999997,2132.0999999999995,2048.6999756,2097.4050049000007,2090.6794189999996,3.38444218E7
2020-08-06,2157.0,2167.699951,2107.800049,2134.100098,2127.256836,2.2762545E7,2102.9249878,2150.7,2064.4599854000003,2109.6500000000005,2102.8851563,3.4526451E7
2020-08-07,2129.800049,2157.800049,2120.199951,2146.449951,2139.567139,1.5222303E7,2118.2299927,2159.5000000000005,2076.1049927000004,2117.2800048999998,2110.4906982999996,3.41106038E7
2020-08-10,2159.100098,2165.0,2108.100098,2119.850098,2113.05249,1.2441573E7,2125.4099975999998,2158.9800049,2082.3449829,2117.3100097999995,2110.5206056,3.00672673E7
2020-08-11,2134.800049,2160.0,2100.350098,2133.800049,2126.957764,2.1611256E7,2123.4400025,2155.6,2080.3650024999997,2113.6750244999994,2106.8972657000004,2.76053581E7
2020-08-12,2121.0,2145.0,2106.800049,2127.600098,2120.777832,1.3967116E7,2121.3000123,2152.2,2075.3350220999996,2109.2850343,2102.5213624000003,2.7222954E7
2020-08-13,2128.0,2138.899902,2110.0,2122.050049,2115.245361,1.145919E7,2115.6100221,2148.4199951,2078.9700319,2112.3800539,2105.6064698,2.52662509E7
2020-08-14,2122.550049,2157.0,2089.25,2113.800049,2107.021973,1.5333164E7,2118.5100221000002,2148.3399902,2082.7700319000005,2113.700049,2106.9222168,2.30498E7
2020-08-17,2105.0,2105.0,2070.100098,2091.350098,2084.644043,1.4296834E7,2119.3150269999996,2151.1399902000003,2086.415027,2118.3700440999996,2111.5772461000006,2.11238031E7
2020-08-18,2085.0,2134.300049,2082.350098,2118.550049,2111.756592,1.4097746E7,2124.6850220999995,2155.9399902,2093.1150392,2126.6050539,2119.7858643,2.03975723E7
2020-08-19,2141.0,2154.0,2121.350098,2131.550049,2124.715088,1.5731396E7,2131.1250245,2152.6699951,2101.325049,2123.4000489999994,2116.5911378,1.75596537E7
2020-08-20,2120.0,2123.899902,2088.0,2097.050049,2090.325684,1.0401212E7,2128.3250245,2148.4699951,2101.6300539,2123.9100587999997,2117.0995118,1.56923123E7
2020-08-21,2118.0,2122.0,2077.0,2081.850098,2075.174316,1.1667129E7,2124.6250245,2144.0899902,2099.650049,2120.2050538999997,2113.4063966000003,1.4456179E7
2020-08-24,2091.399902,2104.5,2070.5,2095.75,2089.029785,1.5098991E7,2123.4450196,2140.5099853,2095.3300539,2113.7450685999997,2106.9671143,1.41006616E7
2020-08-25,2106.0,2111.300049,2078.0,2082.100098,2075.423584,8947563.0,2116.675,2134.4599853,2091.5700441,2111.3350588,2104.5648438,1.43664034E7
2020-08-26,2085.0,2147.949951,2047.0,2137.300049,2130.446533,2.763019E7,2113.7949951,2129.5899902,2089.3350342999997,2106.1650637,2099.4114258,1.31000341E7
2020-08-27,2148.0,2150.0,2103.25,2110.600098,2103.832275,1.2961252E7,2110.1949951,2129.8849853,2083.3550293999997,2107.1350588,2100.3782959,1.44663415E7
2020-08-28,2120.0,2132.899902,2106.25,2116.149902,2109.364258,1.253752E7,2112.1949951,2130.9949951000003,2082.6800293999995,2105.9900637,2099.2369873,1.46165477E7
2020-08-31,2174.0,2174.0,2060.350098,2080.699951,2074.028076,2.8648125E7,2111.9399902,2128.5849853,2084.3800294,2106.2250489999997,2099.4712158,1.43369833E7
2020-09-01,2100.0,2122.399902,2062.399902,2087.25,2080.556885,1.7821397E7,2118.8399902,2135.4849853,2083.4050294,2105.1600343,2098.4096191000003,1.57721124E7
2020-09-02,2092.0,2138.0,2085.0,2128.199951,2121.375732,1.2437162E7,2120.3399902,2134.2949706000004,2081.4100098,2102.0300294,2095.2896484000003,1.61444775E7
2020-09-03,2128.0,2138.75,2103.0,2112.100098,2105.327393,8577634.0,2115.4399902,2132.6949706000005,2077.775,2101.6950196000003,2094.9557128,1.58150541E7
2020-09-04,2083.550049,2096.949951,2072.199951,2077.25,2070.589111,1.3141644E7,2116.2399902,2134.1799804,2079.275,2103.2000245,2096.4558837,1.56326963E7
2020-09-07,2084.0,2105.75,2044.25,2082.649902,2075.97168,1.0119064E7,2112.7949951,2131.6749755,2078.7949951,2102.7400147,2095.9973631999997,1.57801478E7
2020-09-08,2092.0,2121.0,2080.5,2107.100098,2100.343506,1.2643749E7,2112.0550049,2131.7999755,2076.1699951,2101.4300049000003,2094.6915526999996,1.52821551E7
2020-09-09,2085.0,2167.800049,2081.449951,2161.350098,2154.419434,2.5525961E7,2110.6550048999998,2132.7699706,2076.4199951,2103.9300049000003,2097.1835449,1.56517737E7
2020-09-10,2183.100098,2344.949951,2175.350098,2314.0,2306.579834,6.475046E7,2110.6550048999998,2134.7549804,2079.8649902,2106.3350098,2099.580835,1.54413508E7
2020-09-11,2312.0,2337.850098,2287.100098,2319.75,2312.311523,2.7445768E7,2114.1650147,2154.2499755,2087.075,2126.675,2119.8555908999997,2.06202716E7
2020-09-14,2325.0,2360.0,2282.0,2302.550049,2295.166748,2.0335273E7,2133.3650147,2174.7449951,2105.1600098000004,2147.0350097999994,2140.1503174,2.21110964E7
2020-09-15,2311.949951,2325.75,2288.149902,2318.850098,2311.414551,1.2542824E7,2148.4650147,2193.3449951,2127.3250000000003,2169.2200196,2162.2641845999997,2.12798112E7
2020-09-16,2320.0,2369.350098,2310.550049,2324.550049,2317.096191,1.5668979E7,2169.6600098000004,2213.6800049,2149.9,2192.3800294,2185.3499512,2.07519539E7
2020-09-17,2320.0,2333.699951,2291.850098,2298.75,2291.378906,1.1919927E7,2192.4600098,2236.8150146999997,2172.4550049,2212.0150392,2204.9219970999998,2.10751356E7
2020-09-18,2314.25,2319.449951,2276.550049,2305.699951,2298.306396,1.5264068E7,2211.6600098000004,2256.3100098,2191.3400146999998,2230.6800294,2223.5271484,2.14093649E7
2020-09-21,2300.0,2336.0,2247.350098,2255.850098,2248.616455,1.5519031E7,2234.7300049,2278.5600098,2211.7750244999997,2253.5250244999997,2246.2988769,2.16216073E7
2020-09-22,2277.0,2277.0,2201.550049,2211.149902,2204.05957,1.605662E7,2256.3300049,2301.5850098,2232.0850342999997,2270.8450440999995,2263.5633544,2.2161604E7
2020-09-23,2260.0,2276.75,2205.300049,2230.800049,2223.646729,1.9839282E7,2274.8300049,2317.1850098,2244.1900392,2281.2500245,2273.9349607999998,2.25028911E7
2020-09-24,2207.899902,2226.0,2176.050049,2181.199951,2174.205811,1.3764841E7,2292.3300049,2328.0800049,2256.5750489999996,2288.1950196000003,2280.8576903000003,2.19342232E7
2020-09-25,2189.0,2212.800049,2167.300049,2201.699951,2194.639893,1.3095028E7,2294.8099853,2316.1850098,2256.6450440999997,2274.9150147,2267.6202879999996,1.68356613E7
2020-09-28,2227.0,2238.0,2207.050049,2216.25,2209.143311,9076248.0,2282.5099853,2303.6800049000003,2244.6650392,2263.1100097999997,2255.8531249999996,1.54005873E7
2020-09-29,2225.0,2264.0,2216.25,2245.050049,2237.851074,1.1926328E7,2272.7099853,2291.4800048999996,2237.1700441000003,2254.4800048999996,2247.2507812999997,1.42746848E7
2020-09-30,2260.0,2267.0,2225.0,2234.350098,2227.185303,1.1290667E7,2264.0149902000003,2285.3050049,2229.9800539,2247.1,2239.8944335999995,1.42130352E7
2020-10-01,2263.800049,2263.800049,2214.0,2225.25,2218.114502,9591456.0,2258.0149902000003,2275.0699950999997,2221.425049,2238.0800049,2230.9033448,1.3775204E7
2020-10-05,2244.0,2249.149902,2206.0,2212.199951,2205.106201,8732869.0,2252.3949951,2268.0800049,2213.6400392,2230.7300048999996,2223.5769044,1.35423569E7
2020-10-06,2225.25,2233.899902,2201.649902,2210.350098,2203.262451,8497216.0,2245.3699951,2261.05,2206.5850342999997,2221.3800049,2214.2568849,1.2889237E7
2020-10-07,2235.0,2309.0,2220.0,2257.5,2250.260986,2.4538346E7,2237.8949951,2250.8399901999996,2202.0150147000004,2216.8300049,2209.7214845,1.21870555E7
2020-10-08,2259.0,2268.0,2222.100098,2239.25,2232.06958,9727405.0,2233.6949950999997,2254.0399902,2203.8600098,2221.4650147,2214.3416261,1.30352281E7
2020-10-09,2235.0,2253.0,2217.100098,2233.449951,2226.288086,8558745.0,2233.5949951,2253.1649902,2205.5400147000005,2222.3100097999995,2215.1839112000002,1.20240404E7
2020-10-12,2235.0,2255.75,2226.25,2237.050049,2229.876709,6565515.0,2236.3050049,2255.8649902,2209.6450196,2227.5350098000004,2220.3921387,1.15034308E7
2020-10-13,2230.600098,2285.75,2225.850098,2280.699951,2273.386719,1.066619E7,2240.9050048999998,2260.1599853,2215.5400147,2231.0700196000003,2223.9158202999997,1.08504795E7
2020-10-14,2278.899902,2304.0,2268.5,2287.5,2280.164795,1.2341434E7,2241.2650147,2264.9349853000003,2217.4200196,2237.5150147,2230.3401611,1.10094737E7
2020-10-15,2290.0,2290.0,2195.0,2206.5,2199.424561,9246702.0,2246.6550049,2268.9349853000003,2222.6450196,2241.7600098,2234.5715332,1.10509843E7
2020-10-16,2215.0,2232.5,2172.649902,2175.800049,2168.822998,9960828.0,2249.6550049,2271.2349853000005,2219.6450195999996,2238.975,2231.795459,1.08465878E7
2020-10-19,2190.050049,2228.699951,2155.149902,2176.199951,2169.22168,1.4398973E7,2244.775,2268.1049804000004,2215.5100098,2234.0300048999998,2226.8663085999997,1.0883525E7
2020-10-20,2179.0,2193.0,2152.25,2155.899902,2148.986816,8529573.0,2239.3800048999997,2266.0599853000003,2210.425,2230.4300049000003,2223.2778565,1.14501354E7
2020-10-21,2168.0,2192.0,2097.75,2124.600098,2117.787354,1.5728986E7,2234.7550048999997,2261.9699951000002,2205.4850097999997,2224.9849853,2217.8502930000004,1.14533711E7
2020-10-22,2127.399902,2132.5,2091.0,2106.949951,2100.193848,1.4215215E7,2228.0550049,2250.2699951000004,2193.2600098,2211.6949950999997,2204.6029298000003,1.05724351E7
2020-10-23,2106.0,2135.0,2096.399902,2113.050049,2106.274414,1.0809307E7,2214.8949951,2236.7199951000002,2180.15,2198.4649901999996,2191.4153566,1.10212161E7
2020-10-26,2101.949951,2101.949951,2018.5,2029.099976,2022.593384,1.7225212E7,2201.9949951,2224.9199951,2168.0799804000003,2186.425,2179.4139894000004,1.12462723E7
2020-10-27,2034.900024,2059.850098,2005.0,2034.5,2027.976196,1.6835005E7,2188.6899901999996,2209.5399902,2147.3049804,2165.6299927,2158.6856569,1.2312242E7
2020-10-28,2041.800049,2057.699951,2007.400024,2011.449951,2005.0,1.3809929E7,2169.1199828,2186.95,2125.2199706,2141.0099976,2134.1446046000005,1.29291235E7
2020-10-29,1997.0,2042.0,1991.0,2026.900024,2020.400513,1.4147418E7,2145.4099975,2162.3199950999997,2099.109973,2113.4049927,2106.6281251,1.3075973E7
2020-10-30,2033.5,2065.100098,2021.800049,2054.5,2047.911987,1.5700946E7,2116.1099975,2137.5199951,2078.709973,2095.4449951,2088.7257203,1.35660446E7
2020-11-02,2027.0,2027.0,1859.150024,1877.449951,1871.429688,4.5857806E7,2097.9599975,2120.7800049,2063.6249877,2083.3149902,2076.6346191999996,1.41400564E7
2020-11-03,1890.0,1909.0,1835.099976,1850.400024,1844.466553,4.093117E7,2081.6549926,2100.6100098,2034.0249999,2053.4399902,2046.8554199999999,1.72859397E7
2020-11-04,1837.0,1929.0,1837.0,1913.199951,1907.065063,3.7003111E7,2052.7549926,2072.2100098,2002.3099975,2022.8900024,2016.4033937,2.05260994E7
2020-11-05,1954.949951,1960.949951,1932.0,1955.0,1948.731079,1.7170274E7,2019.6549926000002,2045.9100098000004,1976.2349975000002,2001.7499876999998,1995.3311645999997,2.26535119E7
2020-11-06,1990.0,2040.0,1978.150024,2029.150024,2022.643311,3.077008E7,2002.4099975000001,2028.7550049000001,1960.3349975,1986.5549926000003,1980.1848877,2.29490178E7
2020-11-09,2062.100098,2069.0,2036.0,2050.699951,2044.124146,1.6539467E7,1990.8099974999998,2019.2550049000001,1948.5100097000002,1978.1649901,1971.8217774,2.49450951E7
2020-11-10,2077.0,2090.0,2041.199951,2084.550049,2077.865723,1.7045147E7,1986.8250121999997,2015.9600097999999,1950.2600097,1980.3249876000002,1973.9748536,2.48765206E7
2020-11-11,2089.0,2095.0,1978.099976,1997.199951,1990.795654,2.6178477E7,1991.0350098,2018.975,1953.8800048,1985.3299925,1978.9638062999998,2.48975348E7
2020-11-12,1981.0,2008.449951,1965.0,1980.0,1973.650879,1.8481466E7,1995.7550048999997,2022.7050049000002,1950.95,1983.9049925000004,1977.5433717,2.61343896E7
2020-11-13,1982.0,2036.650024,1981.75,1996.400024,1989.998291,2.0946864E7,1994.1550048999998,2019.35,1948.35,1979.2149901,1972.8684083,2.65677944E7
2020-11-14,0.0,0.0,0.0,0.0,0.0,0.0,1989.0050048999997,2016.5049926,1944.3449950999998,1973.4049925,1967.0770386999998,2.70923862E7
2020-11-17,2085.0,2085.0,1985.0,1993.25,1986.858398,2.1479385E7,1786.3050048999999,1813.8049925999999,1758.4299927,1785.6599974,1779.9340698999997,2.25066056E7
2020-11-18,1993.25,2006.5,1960.099976,1987.199951,1980.827759,1.4030652E7,1805.8050048999999,1831.4049926,1773.4199951000003,1799.9449950000003,1794.1732544,2.05614271E7
2020-11-19,1987.199951,2010.449951,1968.199951,1973.150024,1966.822876,1.2828008E7,1821.4300048999999,1839.1549926,1785.7299927,1807.3449950000002,1801.549524,1.82641812E7
2020-11-20,1975.0,1983.800049,1895.0,1899.5,1893.409058,2.6522972E7,1824.6550049000002,1844.1049926,1789.3499877999998,1809.1599974,1803.3587037000002,1.78299546E7
2020-11-23,1951.0,1970.0,1926.25,1950.699951,1944.444824,2.0918665E7,1823.1550049000002,1838.4849975000002,1781.0349854,1796.1949949999998,1790.4352784000002,1.74052438E7
2020-11-24,1964.0,1974.0,1932.0,1964.050049,1957.752075,1.4277083E7,1812.0449951000003,1828.5849975,1770.0599854,1786.1949950000003,1780.4673461999998,1.78431636E7
2020-11-25,1980.0,1992.949951,1942.199951,1947.800049,1941.554199,1.5062376E7,1800.7449951000003,1816.9849975000002,1759.1399903000001,1774.144995,1768.4559814,1.75663572E7
2020-11-26,1953.050049,1965.0,1930.050049,1952.599976,1946.338745,1.1924527E7,1789.8449951000002,1806.7799926,1755.5499878000003,1769.2050048,1763.5318359,1.64547471E7
2020-11-27,1940.5,1956.099976,1921.400024,1929.800049,1923.611938,2.1845931E7,1787.05,1802.4349975,1752.0549927,1766.4650024000002,1760.8006225000001,1.57990532E7
2020-12-01,1940.349976,1966.25,1930.050049,1954.900024,1948.63147,9114939.0,1782.9,1794.3799927,1746.0199951000002,1759.8050049,1754.1619871999999,1.58889599E7
2020-12-02,1958.5,1962.0,1935.0,1958.150024,1951.870972,1.0240168E7,1976.9349975999999,1991.0049927,1939.025,1955.2950073,1949.0251342,1.68004538E7
2020-12-03,1972.0,1981.099976,1958.650024,1964.050049,1957.752075,1.2822945E7,1964.2849975999998,1978.7049927,1934.025,1951.7850096999998,1945.5263916,1.56765321E7
2020-12-04,1969.0,1969.0,1940.0,1946.75,1940.507568,8521388.0,1962.1599975999998,1976.1649902999998,1933.8800048,1949.4700194999998,1943.2188232,1.55557614E7
2020-12-07,1940.599976,1965.0,1940.599976,1958.199951,1951.920776,8418767.0,1960.3400024999999,1972.0199951999998,1931.0600097000001,1946.8300170999998,1940.5872924000003,1.51250994E7
2020-12-08,1961.150024,2014.25,1950.0,1993.75,1987.356812,2.0030506E7,1956.9000001,1970.1399902999997,1935.6200073,1952.7000121999997,1946.4384641999998,1.33146789E7
2020-12-09,2009.949951,2033.800049,1999.25,2026.949951,2020.450317,1.3464375E7,1957.9150025,1974.5649902999999,1937.9950073,1957.0050171000003,1950.729663,1.3225863E7
2020-12-10,2021.599976,2028.5,2001.0,2007.0,2000.564331,7414229.0,1962.5099976000001,1980.5449952,1944.7200073,1963.2950073000004,1956.9994872,1.31445922E7
2020-12-11,2013.0,2038.0,1974.25,2005.800049,1999.368286,1.2434745E7,1966.6699952,1984.1000001,1950.6000122,1969.2150024000002,1962.9005004000003,1.23797775E7
2020-12-14,2007.949951,2015.0,1986.349976,1991.300049,1984.914673,7989830.0,1972.6649903000002,1991.4000001,1955.0200073,1974.5350097000003,1968.2034545000001,1.24307993E7
2020-12-15,1989.699951,1989.699951,1961.099976,1974.349976,1968.019043,8561406.0,1979.4099854000003,1997.2900025,1961.5150024999998,1980.6850097,1974.333728,1.10451892E7
2020-12-16,1988.0,1994.949951,1965.699951,1976.550049,1970.212036,8565904.0,1984.3449829,1999.6349976000001,1964.6199952,1982.6300049000001,1976.2724853000004,1.09898359E7
2020-12-17,1984.5,2005.0,1977.150024,1985.599976,1979.23291,9346460.0,1987.2949829000002,2002.9299927000004,1967.6899902999999,1984.4700074000004,1978.1065917000003,1.08224095E7
2020-12-18,1980.099976,2004.900024,1965.0,1991.550049,1985.16394,8522215.0,1988.5449829000002,2005.3199951000001,1969.5399903000002,1986.6250001,1980.2546752000003,1.0474761E7
2020-12-21,2010.0,2022.0,1855.25,1939.699951,1933.480103,2.0368545E7,1989.6549805000002,2008.9099974999997,1972.0399903000002,1991.105005,1984.7203124,1.04748437E7
2020-12-22,1949.0,1958.900024,1888.449951,1936.699951,1930.489746,1.2986606E7,1996.5949828999996,2014.6099975000002,1963.5049927,1989.2550049999998,1982.8762451000002,1.16698215E7
2020-12-23,1930.0,1951.449951,1920.650024,1943.849976,1937.616821,8999898.0,1995.3799804999999,2009.0749999000004,1957.3499878000002,1983.5500000999996,1977.1895385,1.09654315E7
2020-12-24,1947.0,1998.800049,1945.900024,1994.150024,1987.755615,9588577.0,1987.3849854000005,2000.8399901,1949.4899901999997,1975.2400026,1968.9061889,1.05189838E7
2020-12-28,2006.699951,2018.0,1995.300049,2003.300049,1996.876221,7947719.0,1979.9249877999998,1997.8699950000002,1943.9799926,1973.9550050000003,1967.6253173,1.07364186E7
2020-12-29,2009.0,2012.300049,1982.550049,1990.050049,1983.668701,8589407.0,1979.2949828999997,1995.8699950000002,1946.0849975000006,1973.7050050000003,1967.3761108000003,1.0287716E7
2020-12-30,1995.25,2007.199951,1975.550049,1995.5,1989.101196,1.0173132E7,1979.3999878,1995.5999999,1945.7050048,1973.5800050000003,1967.2515136000002,1.03476737E7
2020-12-31,1993.5,2011.900024,1978.599976,1985.300049,1978.93396,8667516.0,1979.9549927,1997.3499999,1947.1500121000001,1975.6950074000001,1969.3597289000002,1.05088463E7
2021-01-01,1988.0,1997.0,1982.0,1987.5,1981.126831,4622002.0,1980.5049927,1999.0450071999999,1948.4400146,1976.5700074000003,1970.2319212999998,1.05190075E7
